start,open,high,low,close,vwp,volume,trades
1549570440000,3391.36,3402.43,3391.36,3397.66,3398.556938549933,598.3968249999999,4780
1549574040000,3397.66,3403.31,3393.55,3396.8,3398.294822285519,585.7400519999999,3853
1549577640000,3396.42,3401.8,3396.4,3398.85,3398.74784824198,316.8202249999999,3513
1549581240000,3399.82,3400.14,3391.18,3397.4,3395.8954099811235,408.1652929999999,4339
1549584840000,3397.16,3398.71,3390.37,3394.17,3394.3800530533163,646.2729159999997,5000
1549588440000,3394.15,3395.59,3382.98,3391.52,3390.2700366943463,936.0319389999999,5213
1549592040000,3391.5,3398.45,3373.1,3397.35,3389.037870587966,1047.183948,6370
1549595640000,3397.17,3407.78,3395,3398.13,3401.6055177977064,679.9691379999998,4135
1549599240000,3398.15,3408.34,3397.19,3408.33,3401.5714915237495,585.43387,3849
1549602840000,3408,3411,3403.02,3406.42,3408.77383712064,728.1931979999999,4812
1549606440000,3406.42,3409.94,3400.5,3403.78,3406.2705866701654,625.0549669999998,4082
1549610040000,3403.77,3404.56,3392.97,3403,3398.863357207405,617.3003989999999,5111
1549613640000,3403,3441.77,3402.52,3434.56,3421.564349546517,2299.0632249999994,12186
1549617240000,3434.62,3450.5,3424.57,3428.61,3433.21668817587,1924.7424759999994,10650
1549620840000,3429.08,3441.79,3424.71,3436.1,3433.1499887552704,1534.2013890000003,7873
1549624440000,3436.57,3447.99,3427.96,3434,3434.028101833328,2179.1380150000014,8357
1549628040000,3434,3445,3429,3439.93,3436.356468794579,1607.6205009999996,7794
1549631640000,3439.47,3469.89,3436.66,3454.73,3448.9263936694147,1546.0858749999998,8099
1549635240000,3454.75,3460.82,3445.6,3456.66,3453.2725433387172,1217.3112099999998,7375
1549638840000,3456.66,3512.8,3455.29,3488.01,3488.678925534634,4301.644826999997,22857
1549642440000,3488.32,3733.58,3487.78,3679.45,3633.7644172318137,10715.787582,47076
1549646040000,3678.98,3680.31,3632.25,3655.98,3656.4372031311145,5642.748459000003,27375
1549649640000,3655.85,3665,3647.45,3659.16,3656.6055437179984,2591.641048000002,13713
1549653240000,3660.12,3669.61,3648.23,3665.3,3662.2995225188865,1289.814977,8373
1549656840000,3665.32,3669.99,3658.01,3658.04,3664.8331812386414,1332.9082569999998,9812
1549660440000,3658.04,3659.31,3612,3634.83,3637.74350139969,2094.8856359999986,14025
1549664040000,3634.59,3642.57,3625.36,3636.1,3634.8203800779297,760.8275990000002,8360
1549667640000,3636.14,3667.89,3636.1,3659.08,3654.294001128404,1326.0739259999998,10173
1549671240000,3659.99,3659.99,3641.34,3648.5,3650.520548266908,1145.9743570000003,9925
1549674840000,3648.42,3651.17,3641.45,3645.29,3645.9749910144533,829.9605079999999,8096
1549678440000,3645.51,3648.49,3635,3646.92,3643.8990228431503,1032.4477379999998,8310
1549682040000,3646.93,3649.67,3640,3647.07,3645.6580447426254,672.338817,6590
1549685640000,3647.1,3656.61,3643.97,3651.12,3651.0382332158156,790.8133269999997,7193
1549689240000,3650.4,3651.13,3643.78,3648.2,3648.885006750215,653.9081300000001,5960
1549692840000,3648.42,3653.79,3646.25,3649.66,3649.3312164795516,608.3496179999999,6132
1549696440000,3649.66,3677.2,3649,3674.39,3662.538335228571,1625.4014370000007,10845
1549700040000,3674.39,3677.32,3651.69,3655.35,3664.493560298631,1763.9974730000004,11220
1549703640000,3655.35,3670.23,3654.28,3660.03,3660.4475091432664,1148.0708280000001,6950
1549707240000,3660.29,3669,3655.02,3664.17,3662.0417011470327,1007.3980009999999,7740
1549710840000,3664.25,3666.89,3656,3657.59,3660.8109022671224,914.6780570000002,7397
1549714440000,3657.6,3661.14,3645,3658.61,3655.19466352227,1068.449168,9304
1549718040000,3658,3669.25,3655.88,3665.8,3661.8145075629222,1277.5042320000002,9909
1549721640000,3666.8,3680.02,3650.16,3651.85,3661.5554968670513,1579.6950790000003,9152
1549725240000,3651.92,3654.74,3625.13,3641.65,3644.0782128065835,1630.8297599999999,10370
1549728840000,3640.72,3652.84,3640.22,3642.83,3646.3856308043582,986.0043889999997,7671
1549732440000,3642.83,3647.85,3636.31,3643,3641.5473731537422,936.334783,7206
1549736040000,3642.98,3649,3637.39,3647.39,3643.015271750384,721.5277420000001,6110
1549739640000,3647.21,3655,3645.82,3651.73,3651.3154064690766,950.9881399999998,6219
1549743240000,3650.68,3658.41,3650,3656.69,3654.823177709459,966.399547,5790
1549746840000,3657.73,3669.73,3656,3662.95,3661.5307016064717,1267.8241679999999,6165
1549750440000,3662.57,3665,3657.28,3660.28,3661.1667120869074,445.98236899999995,4190
1549754040000,3660.3,3673.73,3657.2,3672.54,3665.842939758857,525.8962470000001,5000
1549757640000,3672.03,3674,3649.98,3653.79,3662.727701248473,643.715844,6471
1549761240000,3653.79,3663,3652.12,3660,3656.0883209457656,602.8381269999998,5080
1549764840000,3660,3662.12,3646.44,3654.18,3655.7344642942116,556.4716889999997,5021
1549768440000,3654.16,3657.65,3648.72,3654.01,3654.218776640325,445.89990300000017,4266
1549772040000,3654,3660,3653.28,3654.74,3656.266022982848,482.29880499999996,4365
1549775640000,3654.65,3656.44,3645,3649.16,3652.1562697618856,560.62753,5492
1549779240000,3649.16,3650.94,3630.98,3636.47,3640.2123008589665,1432.514595,9299
1549782840000,3636.02,3638.83,3609.76,3638.49,3626.601703239589,2059.305464999999,11719
1549786440000,3638.47,3642,3632.42,3637.58,3637.460095561,981.0632049999998,6483
1549790040000,3636.77,3646.9,3631.95,3644.01,3637.7325535222317,891.7369319999998,6692
1549793640000,3643.79,3647.95,3636.76,3644.6,3643.0232479982105,706.1695949999998,5973
1549797240000,3644.99,3647.1,3630.78,3637,3638.2935350451744,608.3523870000001,5608
1549800840000,3637.63,3637.63,3620.39,3623.08,3627.688538534698,942.2686110000001,7351
1549804440000,3623.08,3637,3616,3629.46,3626.0629724848363,1406.652198,7852
1549808040000,3629.23,3630,3615.53,3622.81,3622.320297281013,1021.2899489999998,6448
1549811640000,3623.88,3634.77,3622.84,3631.37,3627.940743655897,1171.508131,6877
1549815240000,3630.73,3655,3629.95,3632.48,3641.4864346526774,1748.062294,11100
1549818840000,3632.48,3644.17,3631.94,3642.63,3638.303059320891,874.069261,6169
1549822440000,3642.1,3650,3639,3646.16,3644.399397511737,648.833684,5692
1549826040000,3647.3,3648.27,3637.55,3641.98,3642.7306119250784,606.8968790000001,5558
1549829640000,3641.91,3646.17,3636,3643.01,3640.3822663284072,630.6640620000001,4916
1549833240000,3643.01,3650.5,3636.63,3646.38,3643.7113107915484,560.4701689999998,4914
1549836840000,3645.23,3665,3640.98,3658.85,3653.941255106321,1158.786922,7829
1549840440000,3659.03,3684.99,3620.17,3643.69,3662.008459109603,4118.192228999998,18564
1549844040000,3643.99,3648.83,3623.87,3630,3636.5882398807785,1854.2742339999998,10296
1549847640000,3630,3638.31,3622,3633,3630.106225473531,699.0117439999999,5921
1549851240000,3633,3641.59,3625.25,3628.67,3632.752881682886,508.2310679999998,4675
1549854840000,3627.61,3634.52,3616.66,3621.21,3624.9605362778498,905.9289120000001,5957
1549858440000,3621.22,3629.11,3618.66,3625.44,3625.2755197578517,451.090897,4315
1549862040000,3625.44,3627.75,3617.2,3626.27,3622.425910270878,670.421932,5893
1549865640000,3626,3634.75,3624.92,3632.98,3629.4252955022976,755.0254399999997,6063
1549869240000,3632.98,3638.73,3626.89,3628.15,3632.486559580627,916.603262,5960
1549872840000,3628.15,3634.9,3621,3628,3628.942526758474,1021.359088,6692
1549876440000,3628,3637.1,3628,3635.4,3633.4397666875952,583.230542,5024
1549880040000,3635.4,3644.16,3623,3625,3631.531338965208,989.943334,6740
1549883640000,3624.98,3634.96,3624,3632.79,3627.7876957667104,853.2152280000001,6243
1549887240000,3632,3657.2,3628.44,3653.3,3637.8563293782768,1318.9097959999997,8607
1549890840000,3653.31,3653.31,3630.67,3643.04,3641.2600770602144,1421.880922,8327
1549894440000,3643.06,3653.58,3636,3643.49,3645.968367214648,1189.0715380000001,7611
1549898040000,3643.34,3645.1,3630.01,3636.18,3638.9332876053318,1377.6505829999994,8514
1549901640000,3636.2,3637.76,3615.53,3629.96,3628.516846664859,1573.3575580000002,8858
1549905240000,3629.96,3640.29,3628.03,3635.75,3634.526323278447,819.7470290000001,6528
1549908840000,3636.74,3642.85,3632.48,3642.73,3638.4362360975497,681.3615960000001,5494
1549912440000,3642.52,3649,3635.68,3645.94,3643.190751053728,1184.1782350000005,6322
1549916040000,3645.94,3648.92,3637,3641.67,3643.707203002112,1171.9189039999999,6269
1549919640000,3640.97,3645.58,3627,3633.55,3635.993065912287,1007.3214829999997,7047
1549923240000,3633.27,3644,3632,3636.84,3638.3183665111956,678.432865,6096
1549926840000,3636.05,3638.39,3582.34,3607.39,3611.9835012247336,1838.133035999998,9424
1549930440000,3607.03,3611.2,3586.41,3607.66,3601.7574585960806,1757.107064,10222
1549934040000,3607.65,3618.45,3604.01,3614.42,3611.2389269873393,885.6850200000001,6256
1549937640000,3614.4,3623.81,3611.2,3618.09,3617.9413763130087,974.251912,6573
1549941240000,3617.72,3625.68,3615.09,3621.83,3620.8538869565364,1076.710565,6719
1549944840000,3621.14,3632.25,3620.54,3627.97,3626.5794350674832,833.7097200000002,5856
1549948440000,3627.77,3634.19,3622,3624.68,3629.7775960950476,693.7892690000002,4866
1549952040000,3624.68,3629.71,3618.26,3626.5,3624.0045464149525,859.5259409999999,6154
1549955640000,3626.5,3631.17,3612.9,3621.06,3622.809992314263,969.1396340000006,6576
1549959240000,3621.02,3621.22,3598.77,3611.85,3608.9851653537644,1565.4794749999999,9756
1549962840000,3610.7,3612.28,3595.71,3607.05,3604.212787942261,1353.0853460000003,8609
1549966440000,3608.1,3615,3596.46,3613.24,3604.498365907743,1060.4400229999999,7310
1549970040000,3613.22,3616.8,3606.27,3610,3611.455980040766,940.432017,6431
1549973640000,3610,3629.72,3608.75,3626.97,3619.3410033969944,1282.0339089999998,8650
1549977240000,3627.02,3638,3611.1,3614.79,3623.1897514236953,1654.6649300000008,8880
1549980840000,3614.79,3628.77,3614,3623.92,3620.2260637172817,1318.0631760000003,9175
1549984440000,3624.35,3628.51,3610.5,3622.93,3618.6950927382827,1320.6599290000001,7894
1549988040000,3622.61,3631.48,3616.53,3625.7,3623.787191277153,1103.743245,6445
1549991640000,3625.7,3636.97,3624.7,3632.21,3630.5204823741965,835.2678100000002,6296
1549995240000,3632.16,3667.6,3631.21,3646,3645.181265283809,2383.523316,12597
1549998840000,3646.42,3647.91,3635,3644.27,3641.502149124642,1389.0666059999994,7808
1550002440000,3644.27,3654.94,3641.34,3651.96,3648.98827595779,943.6324310000002,6958
1550006040000,3651.98,3652,3609,3629.34,3629.292855627056,1344.0307249999992,10544
1550009640000,3630.94,3631,3610.52,3625.32,3623.313238283612,948.3953279999998,7586
1550013240000,3625.32,3638.85,3620.43,3634.18,3630.7677002505466,819.268711,5702
1550016840000,3634.18,3642.85,3629,3633.81,3636.059609020589,647.1645890000001,5009
1550020440000,3633.81,3640.59,3630.2,3630.99,3635.7890244384253,720.9952479999998,5176
1550024040000,3631.01,3642.88,3628.93,3634.37,3637.1568784492274,1128.3214590000005,6074
1550027640000,3635,3643,3631.49,3635.79,3637.2611282195016,850.4884979999999,5135
1550031240000,3636.74,3641.06,3631.66,3639.17,3637.12941307885,719.6288820000002,5262
1550034840000,3639.47,3650,3634.66,3640.66,3641.8467140862176,1611.4346139999998,8512
1550038440000,3640.64,3670,3632,3637.34,3647.9618818663807,2009.7022419999998,10288
1550042040000,3637.03,3638.39,3625.76,3634.93,3633.5720537452808,1270.6443949999998,6939
1550045640000,3634.19,3636.55,3615.4,3620.39,3624.4077345525566,1832.3198880000011,9517
1550049240000,3620,3624.41,3613.31,3624.03,3618.8139989601345,1228.4141360000003,8202
1550052840000,3624.03,3628.84,3611.41,3613.97,3619.824687990897,1040.6395999999995,6808
1550056440000,3613.9,3620,3601.68,3618.03,3613.608116533118,1535.3919279999998,7971
1550060040000,3618.03,3626.15,3605.44,3620.85,3617.4323074634376,1128.2605080000003,7672
1550063640000,3621.7,3624.99,3612.93,3616.01,3618.5126206220043,901.459679,6172
1550067240000,3616,3616.7,3596.5,3605.33,3607.9805216620543,1203.4895499999998,7805
1550070840000,3605.31,3608.13,3591.75,3604.26,3600.454153763541,1695.22546,9747
1550074440000,3604.26,3615.23,3601.9,3610.76,3609.2350874972267,1226.197439,6532
1550078040000,3610.76,3614.99,3606.3,3607.35,3610.413565324057,826.069194,6244
1550081640000,3606.69,3615.5,3606.63,3606.84,3611.3891415475705,839.984961,5589
1550085240000,3606.84,3611.9,3599.15,3604.84,3607.1726967109366,1043.60954,5872
1550088840000,3604.8,3612.51,3597.44,3602.67,3607.12942820283,585.0025290000002,4678
1550092440000,3602.36,3607.69,3594.81,3605.88,3601.458930224258,838.0833990000002,5507
1550096040000,3605.93,3611.7,3600.54,3608.92,3606.7704556463254,411.532014,4511
1550099640000,3608.92,3613.94,3603.18,3613,3609.464819114949,467.818648,4569
1550103240000,3612.13,3626.4,3611.04,3622.98,3619.5829225940006,958.6202529999998,5809
1550106840000,3622.97,3625.93,3615.78,3618.02,3619.6044879502288,1029.6628179999998,5630
1550110440000,3618.63,3622.41,3606.4,3612.46,3614.7524240103194,781.3590170000001,5942
1550114040000,3613.25,3618.13,3606.6,3617.97,3612.512698725637,744.5221229999997,5323
1550117640000,3617.59,3625,3612.67,3620,3618.7132400308506,957.747896,4750
1550121240000,3619.92,3621,3603.38,3616.99,3614.7334346379766,744.665612,4856
1550124840000,3616.37,3619.88,3597.59,3606.67,3611.62900541954,684.762076,6575
1550128440000,3606.52,3615,3597.2,3612.76,3605.3430980496487,1030.3079360000002,9681
1550132040000,3612.76,3613.32,3600.46,3605.32,3606.053110490229,1130.2145749999997,7131
1550135640000,3605.02,3612.9,3598,3598,3606.075068591258,952.3168009999998,7087
